id,current_employee,Pros_Dominant_Topic,Pros_Topic_Perc_Contrib,Pros_Keywords,Cons_Dominant_Topic,Cons_Topic_Perc_Contrib,Cons_Keywords
empReview_70419478,current employee,0,0.658,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4122,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69934840,current employee,0,0.6622,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8644,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70413975,current employee,0,0.7162,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.8398,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69903910,current employee,0,0.5885,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.7674,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69905049,current employee,1,0.7579,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.6605,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70387972,former employee,0,0.5676,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5644,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70398859,current employee,0,0.7115,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7044,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69856783,former employee,0,0.9381,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5762,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69859172,current employee,0,0.9354,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6789,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69849476,current employee,0,0.5528,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4961,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70351271,current employee,1,0.6006,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.8616,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69804074,current employee,1,0.9058,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.4707,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69837509,current employee,0,0.8115,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.8836,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_70317120,current employee,0,0.7761,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5331,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69757110,current employee,0,0.9051,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.7397,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69761565,former employee,0,0.7151,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9128,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69776108,current employee,0,0.9417,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.63,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70958599,former employee,0,0.9076,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4996,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69723016,current employee,1,0.5313,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.4969,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69745339,current employee,0,0.753,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4767,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70866116,former employee,0,0.581,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7068,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70867186,former employee,0,0.6579,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4711,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69715416,current employee,1,0.6609,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.6557,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69726795,former employee,0,0.947,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9227,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69685987,current employee,0,0.9383,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8953,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70868859,current employee,0,0.9335,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5994,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_70235507,current employee,0,0.5041,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5755,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69683842,current employee,0,0.9444,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.8835,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69688517,current employee,1,0.6489,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.8953,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70818674,current employee,0,0.926,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.4786,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69666456,current employee,0,0.7112,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4922,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69671331,current employee,0,0.9475,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5796,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70190705,former employee,0,0.9378,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5545,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69641992,former employee,1,0.6634,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.7852,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69644104,current employee,1,0.8156,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.6345,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69644447,current employee,1,0.8735,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.4889,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69649859,current employee,1,0.6738,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5553,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69651629,former employee,0,0.9193,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8626,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70175726,current employee,0,0.6043,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7075,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69655009,former employee,0,0.8802,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8952,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69609872,current employee,0,0.9588,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.585,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69614234,current employee,0,0.9384,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5787,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69622538,current employee,1,0.5262,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.623,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69595519,former employee,1,0.5689,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.7066,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_70080869,current employee,1,0.6841,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5996,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_70084004,current employee,0,0.7422,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.6105,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_70091920,former employee,0,0.9451,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5667,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69531884,current employee,1,0.7149,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5613,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69513380,current employee,0,0.8196,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9128,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69542901,current employee,1,0.8327,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.5874,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69551685,former employee,1,0.9064,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5012,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69973446,current employee,0,0.9372,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6319,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_70042742,former employee,1,0.8753,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.4875,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69460478,current employee,0,0.6215,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5552,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69469202,current employee,0,0.7722,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.8835,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69997183,current employee,0,0.7308,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.718,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69438394,current employee,0,0.6052,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.7035,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69957872,current employee,0,0.7525,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5306,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_69055501,current employee,1,0.8237,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.3908,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_69605259,current employee,0,0.9381,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.3695,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_69560888,former employee,0,0.917,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5078,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
